Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Portugal,PRT,16/7/24 22:00,16/7/24 23:00,101.78
Portugal,PRT,16/7/24 23:00,17/7/24 00:00,96.02
Portugal,PRT,17/7/24 00:00,17/7/24 01:00,92.23
Portugal,PRT,17/7/24 01:00,17/7/24 02:00,94.95
Portugal,PRT,17/7/24 02:00,17/7/24 03:00,96.25
Portugal,PRT,17/7/24 03:00,17/7/24 04:00,96.25
Portugal,PRT,17/7/24 04:00,17/7/24 05:00,107
Portugal,PRT,17/7/24 05:00,17/7/24 06:00,113.22
Portugal,PRT,17/7/24 06:00,17/7/24 07:00,105.7
Portugal,PRT,17/7/24 07:00,17/7/24 08:00,97.55
Portugal,PRT,17/7/24 08:00,17/7/24 09:00,93.65
Portugal,PRT,17/7/24 09:00,17/7/24 10:00,75
Portugal,PRT,17/7/24 10:00,17/7/24 11:00,71.38
Portugal,PRT,17/7/24 11:00,17/7/24 12:00,70.18
Portugal,PRT,17/7/24 12:00,17/7/24 13:00,70
Portugal,PRT,17/7/24 13:00,17/7/24 14:00,69.79
Portugal,PRT,17/7/24 14:00,17/7/24 15:00,69.66
Portugal,PRT,17/7/24 15:00,17/7/24 16:00,70.18
Portugal,PRT,17/7/24 16:00,17/7/24 17:00,87.69
Portugal,PRT,17/7/24 17:00,17/7/24 18:00,104.63
Portugal,PRT,17/7/24 18:00,17/7/24 19:00,115.75
Portugal,PRT,17/7/24 19:00,17/7/24 20:00,125.26
Portugal,PRT,17/7/24 20:00,17/7/24 21:00,127
Portugal,PRT,17/7/24 21:00,17/7/24 22:00,115.01
Portugal,PRT,17/7/24 22:00,17/7/24 23:00,108.13
Portugal,PRT,17/7/24 23:00,18/7/24 00:00,100.5
Portugal,PRT,18/7/24 00:00,18/7/24 01:00,96.37
Portugal,PRT,18/7/24 01:00,18/7/24 02:00,96.08
Portugal,PRT,18/7/24 02:00,18/7/24 03:00,96.18
Portugal,PRT,18/7/24 03:00,18/7/24 04:00,97.48
Portugal,PRT,18/7/24 04:00,18/7/24 05:00,107.31
Portugal,PRT,18/7/24 05:00,18/7/24 06:00,111.94
Portugal,PRT,18/7/24 06:00,18/7/24 07:00,107.21
Portugal,PRT,18/7/24 07:00,18/7/24 08:00,93.58
Portugal,PRT,18/7/24 08:00,18/7/24 09:00,94
Portugal,PRT,18/7/24 09:00,18/7/24 10:00,90.98
Portugal,PRT,18/7/24 10:00,18/7/24 11:00,86.38
Portugal,PRT,18/7/24 11:00,18/7/24 12:00,84.61
Portugal,PRT,18/7/24 12:00,18/7/24 13:00,83
Portugal,PRT,18/7/24 13:00,18/7/24 14:00,79.21
Portugal,PRT,18/7/24 14:00,18/7/24 15:00,80
Portugal,PRT,18/7/24 15:00,18/7/24 16:00,90
Portugal,PRT,18/7/24 16:00,18/7/24 17:00,102.85
Portugal,PRT,18/7/24 17:00,18/7/24 18:00,121.22
Portugal,PRT,18/7/24 18:00,18/7/24 19:00,130.05
Portugal,PRT,18/7/24 19:00,18/7/24 20:00,138.23
Portugal,PRT,18/7/24 20:00,18/7/24 21:00,124.24
Portugal,PRT,18/7/24 21:00,18/7/24 22:00,113.22
Portugal,PRT,18/7/24 22:00,18/7/24 23:00,108.49
Portugal,PRT,18/7/24 23:00,19/7/24 00:00,106.37
Portugal,PRT,19/7/24 00:00,19/7/24 01:00,103.99
Portugal,PRT,19/7/24 01:00,19/7/24 02:00,103.98
Portugal,PRT,19/7/24 02:00,19/7/24 03:00,103.98
Portugal,PRT,19/7/24 03:00,19/7/24 04:00,105.87
Portugal,PRT,19/7/24 04:00,19/7/24 05:00,109.8
Portugal,PRT,19/7/24 05:00,19/7/24 06:00,116.22
Portugal,PRT,19/7/24 06:00,19/7/24 07:00,108.85
Portugal,PRT,19/7/24 07:00,19/7/24 08:00,101
Portugal,PRT,19/7/24 08:00,19/7/24 09:00,95.46
Portugal,PRT,19/7/24 09:00,19/7/24 10:00,83.8
Portugal,PRT,19/7/24 10:00,19/7/24 11:00,80.35
Portugal,PRT,19/7/24 11:00,19/7/24 12:00,78.59
Portugal,PRT,19/7/24 12:00,19/7/24 13:00,77.92
Portugal,PRT,19/7/24 13:00,19/7/24 14:00,75
Portugal,PRT,19/7/24 14:00,19/7/24 15:00,68.72
Portugal,PRT,19/7/24 15:00,19/7/24 16:00,78.05
Portugal,PRT,19/7/24 16:00,19/7/24 17:00,85.06
Portugal,PRT,19/7/24 17:00,19/7/24 18:00,98.1
Portugal,PRT,19/7/24 18:00,19/7/24 19:00,111.9
Portugal,PRT,19/7/24 19:00,19/7/24 20:00,121.22
Portugal,PRT,19/7/24 20:00,19/7/24 21:00,114.94
Portugal,PRT,19/7/24 21:00,19/7/24 22:00,109.11
Portugal,PRT,19/7/24 22:00,19/7/24 23:00,101.7
Portugal,PRT,19/7/24 23:00,20/7/24 00:00,98.65
Portugal,PRT,20/7/24 00:00,20/7/24 01:00,101.01
Portugal,PRT,20/7/24 01:00,20/7/24 02:00,98.65
Portugal,PRT,20/7/24 02:00,20/7/24 03:00,96.86
Portugal,PRT,20/7/24 03:00,20/7/24 04:00,96.05
Portugal,PRT,20/7/24 04:00,20/7/24 05:00,94.75
Portugal,PRT,20/7/24 05:00,20/7/24 06:00,92.9
Portugal,PRT,20/7/24 06:00,20/7/24 07:00,67.74
Portugal,PRT,20/7/24 07:00,20/7/24 08:00,50
Portugal,PRT,20/7/24 08:00,20/7/24 09:00,9.96
Portugal,PRT,20/7/24 09:00,20/7/24 10:00,2.96
Portugal,PRT,20/7/24 10:00,20/7/24 11:00,0.44
Portugal,PRT,20/7/24 11:00,20/7/24 12:00,0
Portugal,PRT,20/7/24 12:00,20/7/24 13:00,-0.01
Portugal,PRT,20/7/24 13:00,20/7/24 14:00,0
Portugal,PRT,20/7/24 14:00,20/7/24 15:00,0
Portugal,PRT,20/7/24 15:00,20/7/24 16:00,0
Portugal,PRT,20/7/24 16:00,20/7/24 17:00,1.9
Portugal,PRT,20/7/24 17:00,20/7/24 18:00,6.15
Portugal,PRT,20/7/24 18:00,20/7/24 19:00,60.05
Portugal,PRT,20/7/24 19:00,20/7/24 20:00,87.93
Portugal,PRT,20/7/24 20:00,20/7/24 21:00,88.31
Portugal,PRT,20/7/24 21:00,20/7/24 22:00,80.68
Portugal,PRT,20/7/24 22:00,20/7/24 23:00,67.98
Portugal,PRT,20/7/24 23:00,21/7/24 00:00,49.77
Portugal,PRT,21/7/24 00:00,21/7/24 01:00,42.26
Portugal,PRT,21/7/24 01:00,21/7/24 02:00,43.41
Portugal,PRT,21/7/24 02:00,21/7/24 03:00,35.35
Portugal,PRT,21/7/24 03:00,21/7/24 04:00,30.8
Portugal,PRT,21/7/24 04:00,21/7/24 05:00,32
Portugal,PRT,21/7/24 05:00,21/7/24 06:00,34.57
Portugal,PRT,21/7/24 06:00,21/7/24 07:00,25.07
Portugal,PRT,21/7/24 07:00,21/7/24 08:00,0.49
Portugal,PRT,21/7/24 08:00,21/7/24 09:00,0
Portugal,PRT,21/7/24 09:00,21/7/24 10:00,0
Portugal,PRT,21/7/24 10:00,21/7/24 11:00,0
Portugal,PRT,21/7/24 11:00,21/7/24 12:00,0
Portugal,PRT,21/7/24 12:00,21/7/24 13:00,-0.03
Portugal,PRT,21/7/24 13:00,21/7/24 14:00,-0.01
Portugal,PRT,21/7/24 14:00,21/7/24 15:00,0
Portugal,PRT,21/7/24 15:00,21/7/24 16:00,0
Portugal,PRT,21/7/24 16:00,21/7/24 17:00,0.1
Portugal,PRT,21/7/24 17:00,21/7/24 18:00,25.06
Portugal,PRT,21/7/24 18:00,21/7/24 19:00,59
Portugal,PRT,21/7/24 19:00,21/7/24 20:00,95
Portugal,PRT,21/7/24 20:00,21/7/24 21:00,95.44
Portugal,PRT,21/7/24 21:00,21/7/24 22:00,93.98
Portugal,PRT,21/7/24 22:00,21/7/24 23:00,94.5
Portugal,PRT,21/7/24 23:00,22/7/24 00:00,90.9
Portugal,PRT,22/7/24 00:00,22/7/24 01:00,80
Portugal,PRT,22/7/24 01:00,22/7/24 02:00,77.98
Portugal,PRT,22/7/24 02:00,22/7/24 03:00,76.31
Portugal,PRT,22/7/24 03:00,22/7/24 04:00,82
Portugal,PRT,22/7/24 04:00,22/7/24 05:00,92.21
Portugal,PRT,22/7/24 05:00,22/7/24 06:00,96.11
Portugal,PRT,22/7/24 06:00,22/7/24 07:00,94.81
Portugal,PRT,22/7/24 07:00,22/7/24 08:00,63.37
Portugal,PRT,22/7/24 08:00,22/7/24 09:00,56.18
Portugal,PRT,22/7/24 09:00,22/7/24 10:00,54.99
Portugal,PRT,22/7/24 10:00,22/7/24 11:00,55.66
Portugal,PRT,22/7/24 11:00,22/7/24 12:00,56.05
Portugal,PRT,22/7/24 12:00,22/7/24 13:00,56.18
Portugal,PRT,22/7/24 13:00,22/7/24 14:00,55.92
Portugal,PRT,22/7/24 14:00,22/7/24 15:00,55.79
Portugal,PRT,22/7/24 15:00,22/7/24 16:00,56.31
Portugal,PRT,22/7/24 16:00,22/7/24 17:00,63.37
Portugal,PRT,22/7/24 17:00,22/7/24 18:00,91.32
Portugal,PRT,22/7/24 18:00,22/7/24 19:00,106.55
Portugal,PRT,22/7/24 19:00,22/7/24 20:00,133.58
Portugal,PRT,22/7/24 20:00,22/7/24 21:00,114.43
Portugal,PRT,22/7/24 21:00,22/7/24 22:00,104.21
Portugal,PRT,22/7/24 22:00,22/7/24 23:00,101.98
Portugal,PRT,22/7/24 23:00,23/7/24 00:00,99.74
Portugal,PRT,23/7/24 00:00,23/7/24 01:00,96.02
Portugal,PRT,23/7/24 01:00,23/7/24 02:00,96.02
Portugal,PRT,23/7/24 02:00,23/7/24 03:00,98.62
Portugal,PRT,23/7/24 03:00,23/7/24 04:00,102
Portugal,PRT,23/7/24 04:00,23/7/24 05:00,103.92
Portugal,PRT,23/7/24 05:00,23/7/24 06:00,106.05
Portugal,PRT,23/7/24 06:00,23/7/24 07:00,102.5
Portugal,PRT,23/7/24 07:00,23/7/24 08:00,90.82
Portugal,PRT,23/7/24 08:00,23/7/24 09:00,70.7
Portugal,PRT,23/7/24 09:00,23/7/24 10:00,66.18
Portugal,PRT,23/7/24 10:00,23/7/24 11:00,70
Portugal,PRT,23/7/24 11:00,23/7/24 12:00,72.2
Portugal,PRT,23/7/24 12:00,23/7/24 13:00,74.14
Portugal,PRT,23/7/24 13:00,23/7/24 14:00,70.7
Portugal,PRT,23/7/24 14:00,23/7/24 15:00,70.7
Portugal,PRT,23/7/24 15:00,23/7/24 16:00,80
Portugal,PRT,23/7/24 16:00,23/7/24 17:00,84.32
Portugal,PRT,23/7/24 17:00,23/7/24 18:00,100
Portugal,PRT,23/7/24 18:00,23/7/24 19:00,106.57
Portugal,PRT,23/7/24 19:00,23/7/24 20:00,122.23
Portugal,PRT,23/7/24 20:00,23/7/24 21:00,110
Portugal,PRT,23/7/24 21:00,23/7/24 22:00,106.04
Portugal,PRT,23/7/24 22:00,23/7/24 23:00,104.38
Portugal,PRT,23/7/24 23:00,24/7/24 00:00,100
Portugal,PRT,24/7/24 00:00,24/7/24 01:00,98
Portugal,PRT,24/7/24 01:00,24/7/24 02:00,99.07
Portugal,PRT,24/7/24 02:00,24/7/24 03:00,100
Portugal,PRT,24/7/24 03:00,24/7/24 04:00,102.43
Portugal,PRT,24/7/24 04:00,24/7/24 05:00,107.9
Portugal,PRT,24/7/24 05:00,24/7/24 06:00,110.62
Portugal,PRT,24/7/24 06:00,24/7/24 07:00,105.3
Portugal,PRT,24/7/24 07:00,24/7/24 08:00,92.57
Portugal,PRT,24/7/24 08:00,24/7/24 09:00,84.77
Portugal,PRT,24/7/24 09:00,24/7/24 10:00,76
Portugal,PRT,24/7/24 10:00,24/7/24 11:00,80
Portugal,PRT,24/7/24 11:00,24/7/24 12:00,82
Portugal,PRT,24/7/24 12:00,24/7/24 13:00,80
Portugal,PRT,24/7/24 13:00,24/7/24 14:00,75.8
Portugal,PRT,24/7/24 14:00,24/7/24 15:00,75.31
Portugal,PRT,24/7/24 15:00,24/7/24 16:00,75.99
Portugal,PRT,24/7/24 16:00,24/7/24 17:00,76.01
Portugal,PRT,24/7/24 17:00,24/7/24 18:00,99.07
Portugal,PRT,24/7/24 18:00,24/7/24 19:00,108.98
Portugal,PRT,24/7/24 19:00,24/7/24 20:00,124.11
Portugal,PRT,24/7/24 20:00,24/7/24 21:00,111.7
Portugal,PRT,24/7/24 21:00,24/7/24 22:00,107.11
Portugal,PRT,24/7/24 22:00,24/7/24 23:00,105.35
Portugal,PRT,24/7/24 23:00,25/7/24 00:00,100
Portugal,PRT,25/7/24 00:00,25/7/24 01:00,99.6
Portugal,PRT,25/7/24 01:00,25/7/24 02:00,100.84
Portugal,PRT,25/7/24 02:00,25/7/24 03:00,101.59
Portugal,PRT,25/7/24 03:00,25/7/24 04:00,103.82
Portugal,PRT,25/7/24 04:00,25/7/24 05:00,105.64
Portugal,PRT,25/7/24 05:00,25/7/24 06:00,110.61
Portugal,PRT,25/7/24 06:00,25/7/24 07:00,101.96
Portugal,PRT,25/7/24 07:00,25/7/24 08:00,75.04
Portugal,PRT,25/7/24 08:00,25/7/24 09:00,72.8
Portugal,PRT,25/7/24 09:00,25/7/24 10:00,72.8
Portugal,PRT,25/7/24 10:00,25/7/24 11:00,72.59
Portugal,PRT,25/7/24 11:00,25/7/24 12:00,71.05
Portugal,PRT,25/7/24 12:00,25/7/24 13:00,70.79
Portugal,PRT,25/7/24 13:00,25/7/24 14:00,63.37
Portugal,PRT,25/7/24 14:00,25/7/24 15:00,59.1
Portugal,PRT,25/7/24 15:00,25/7/24 16:00,59.33
Portugal,PRT,25/7/24 16:00,25/7/24 17:00,70.92
Portugal,PRT,25/7/24 17:00,25/7/24 18:00,86.93
Portugal,PRT,25/7/24 18:00,25/7/24 19:00,106.44
Portugal,PRT,25/7/24 19:00,25/7/24 20:00,116.52
Portugal,PRT,25/7/24 20:00,25/7/24 21:00,113.97
Portugal,PRT,25/7/24 21:00,25/7/24 22:00,107.74
Portugal,PRT,25/7/24 22:00,25/7/24 23:00,105.44
Portugal,PRT,25/7/24 23:00,26/7/24 00:00,104.71
Portugal,PRT,26/7/24 00:00,26/7/24 01:00,104.31
Portugal,PRT,26/7/24 01:00,26/7/24 02:00,104.71
Portugal,PRT,26/7/24 02:00,26/7/24 03:00,104.98
Portugal,PRT,26/7/24 03:00,26/7/24 04:00,105.22
Portugal,PRT,26/7/24 04:00,26/7/24 05:00,106.2
Portugal,PRT,26/7/24 05:00,26/7/24 06:00,110.1
Portugal,PRT,26/7/24 06:00,26/7/24 07:00,106.01
Portugal,PRT,26/7/24 07:00,26/7/24 08:00,102.88
Portugal,PRT,26/7/24 08:00,26/7/24 09:00,84
Portugal,PRT,26/7/24 09:00,26/7/24 10:00,75.99
Portugal,PRT,26/7/24 10:00,26/7/24 11:00,75.29
Portugal,PRT,26/7/24 11:00,26/7/24 12:00,75.01
Portugal,PRT,26/7/24 12:00,26/7/24 13:00,72.8
Portugal,PRT,26/7/24 13:00,26/7/24 14:00,71.97
Portugal,PRT,26/7/24 14:00,26/7/24 15:00,71.2
Portugal,PRT,26/7/24 15:00,26/7/24 16:00,72.8
Portugal,PRT,26/7/24 16:00,26/7/24 17:00,76
Portugal,PRT,26/7/24 17:00,26/7/24 18:00,95
Portugal,PRT,26/7/24 18:00,26/7/24 19:00,107.26
Portugal,PRT,26/7/24 19:00,26/7/24 20:00,122.23
Portugal,PRT,26/7/24 20:00,26/7/24 21:00,113.97
Portugal,PRT,26/7/24 21:00,26/7/24 22:00,109.44
Portugal,PRT,26/7/24 22:00,26/7/24 23:00,106.51
Portugal,PRT,26/7/24 23:00,27/7/24 00:00,108.47
Portugal,PRT,27/7/24 00:00,27/7/24 01:00,104.48
Portugal,PRT,27/7/24 01:00,27/7/24 02:00,106.09
Portugal,PRT,27/7/24 02:00,27/7/24 03:00,106.09
Portugal,PRT,27/7/24 03:00,27/7/24 04:00,106.09
Portugal,PRT,27/7/24 04:00,27/7/24 05:00,108.21
Portugal,PRT,27/7/24 05:00,27/7/24 06:00,107.71
Portugal,PRT,27/7/24 06:00,27/7/24 07:00,102.2
Portugal,PRT,27/7/24 07:00,27/7/24 08:00,72.96
Portugal,PRT,27/7/24 08:00,27/7/24 09:00,58.99
Portugal,PRT,27/7/24 09:00,27/7/24 10:00,58.5
Portugal,PRT,27/7/24 10:00,27/7/24 11:00,36
Portugal,PRT,27/7/24 11:00,27/7/24 12:00,17.8
Portugal,PRT,27/7/24 12:00,27/7/24 13:00,17.92
Portugal,PRT,27/7/24 13:00,27/7/24 14:00,18.8
Portugal,PRT,27/7/24 14:00,27/7/24 15:00,15
Portugal,PRT,27/7/24 15:00,27/7/24 16:00,31.51
Portugal,PRT,27/7/24 16:00,27/7/24 17:00,55.24
Portugal,PRT,27/7/24 17:00,27/7/24 18:00,67.84
Portugal,PRT,27/7/24 18:00,27/7/24 19:00,103.18
Portugal,PRT,27/7/24 19:00,27/7/24 20:00,117.92
Portugal,PRT,27/7/24 20:00,27/7/24 21:00,115.19
Portugal,PRT,27/7/24 21:00,27/7/24 22:00,104.61
Portugal,PRT,27/7/24 22:00,27/7/24 23:00,108.33
Portugal,PRT,27/7/24 23:00,28/7/24 00:00,105.25
Portugal,PRT,28/7/24 00:00,28/7/24 01:00,98.88
Portugal,PRT,28/7/24 01:00,28/7/24 02:00,101.87
Portugal,PRT,28/7/24 02:00,28/7/24 03:00,101.87
Portugal,PRT,28/7/24 03:00,28/7/24 04:00,102.87
Portugal,PRT,28/7/24 04:00,28/7/24 05:00,104.07
Portugal,PRT,28/7/24 05:00,28/7/24 06:00,103.87
Portugal,PRT,28/7/24 06:00,28/7/24 07:00,70
Portugal,PRT,28/7/24 07:00,28/7/24 08:00,50
Portugal,PRT,28/7/24 08:00,28/7/24 09:00,0.44
Portugal,PRT,28/7/24 09:00,28/7/24 10:00,0
Portugal,PRT,28/7/24 10:00,28/7/24 11:00,0
Portugal,PRT,28/7/24 11:00,28/7/24 12:00,0
Portugal,PRT,28/7/24 12:00,28/7/24 13:00,0
Portugal,PRT,28/7/24 13:00,28/7/24 14:00,0
Portugal,PRT,28/7/24 14:00,28/7/24 15:00,0
Portugal,PRT,28/7/24 15:00,28/7/24 16:00,0.15
Portugal,PRT,28/7/24 16:00,28/7/24 17:00,41.26
Portugal,PRT,28/7/24 17:00,28/7/24 18:00,66.84
Portugal,PRT,28/7/24 18:00,28/7/24 19:00,105.47
Portugal,PRT,28/7/24 19:00,28/7/24 20:00,115.98
Portugal,PRT,28/7/24 20:00,28/7/24 21:00,125.5
Portugal,PRT,28/7/24 21:00,28/7/24 22:00,117.2
Portugal,PRT,28/7/24 22:00,28/7/24 23:00,113.64
Portugal,PRT,28/7/24 23:00,29/7/24 00:00,110.98
Portugal,PRT,29/7/24 00:00,29/7/24 01:00,106.91
Portugal,PRT,29/7/24 01:00,29/7/24 02:00,106.41
Portugal,PRT,29/7/24 02:00,29/7/24 03:00,106.91
Portugal,PRT,29/7/24 03:00,29/7/24 04:00,106.91
Portugal,PRT,29/7/24 04:00,29/7/24 05:00,109.15
Portugal,PRT,29/7/24 05:00,29/7/24 06:00,112.03
Portugal,PRT,29/7/24 06:00,29/7/24 07:00,112.46
Portugal,PRT,29/7/24 07:00,29/7/24 08:00,111.93
Portugal,PRT,29/7/24 08:00,29/7/24 09:00,111.41
Portugal,PRT,29/7/24 09:00,29/7/24 10:00,106.91
Portugal,PRT,29/7/24 10:00,29/7/24 11:00,104.31
Portugal,PRT,29/7/24 11:00,29/7/24 12:00,100
Portugal,PRT,29/7/24 12:00,29/7/24 13:00,99.09
Portugal,PRT,29/7/24 13:00,29/7/24 14:00,93
Portugal,PRT,29/7/24 14:00,29/7/24 15:00,93.56
Portugal,PRT,29/7/24 15:00,29/7/24 16:00,102.76
Portugal,PRT,29/7/24 16:00,29/7/24 17:00,106.41
Portugal,PRT,29/7/24 17:00,29/7/24 18:00,107.67
Portugal,PRT,29/7/24 18:00,29/7/24 19:00,112.22
Portugal,PRT,29/7/24 19:00,29/7/24 20:00,135.01
Portugal,PRT,29/7/24 20:00,29/7/24 21:00,129
Portugal,PRT,29/7/24 21:00,29/7/24 22:00,111.98
Portugal,PRT,29/7/24 22:00,29/7/24 23:00,110.2
Portugal,PRT,29/7/24 23:00,30/7/24 00:00,108.83
Portugal,PRT,30/7/24 00:00,30/7/24 01:00,107.83
Portugal,PRT,30/7/24 01:00,30/7/24 02:00,108.33
Portugal,PRT,30/7/24 02:00,30/7/24 03:00,108.48
Portugal,PRT,30/7/24 03:00,30/7/24 04:00,108.95
Portugal,PRT,30/7/24 04:00,30/7/24 05:00,109.13
Portugal,PRT,30/7/24 05:00,30/7/24 06:00,111.43
Portugal,PRT,30/7/24 06:00,30/7/24 07:00,110.06
Portugal,PRT,30/7/24 07:00,30/7/24 08:00,106.23
Portugal,PRT,30/7/24 08:00,30/7/24 09:00,88.5
Portugal,PRT,30/7/24 09:00,30/7/24 10:00,76.59
Portugal,PRT,30/7/24 10:00,30/7/24 11:00,76.59
Portugal,PRT,30/7/24 11:00,30/7/24 12:00,75
Portugal,PRT,30/7/24 12:00,30/7/24 13:00,74.98
Portugal,PRT,30/7/24 13:00,30/7/24 14:00,68.43
Portugal,PRT,30/7/24 14:00,30/7/24 15:00,64
Portugal,PRT,30/7/24 15:00,30/7/24 16:00,73.99
Portugal,PRT,30/7/24 16:00,30/7/24 17:00,83.74
Portugal,PRT,30/7/24 17:00,30/7/24 18:00,108.31
Portugal,PRT,30/7/24 18:00,30/7/24 19:00,113.03
Portugal,PRT,30/7/24 19:00,30/7/24 20:00,142.48
Portugal,PRT,30/7/24 20:00,30/7/24 21:00,142.48
Portugal,PRT,30/7/24 21:00,30/7/24 22:00,117
Portugal,PRT,30/7/24 22:00,30/7/24 23:00,115.82
Portugal,PRT,30/7/24 23:00,31/7/24 00:00,112.14
Portugal,PRT,31/7/24 00:00,31/7/24 01:00,111.14
Portugal,PRT,31/7/24 01:00,31/7/24 02:00,112.14
Portugal,PRT,31/7/24 02:00,31/7/24 03:00,112.44
Portugal,PRT,31/7/24 03:00,31/7/24 04:00,113.03
Portugal,PRT,31/7/24 04:00,31/7/24 05:00,115.34
Portugal,PRT,31/7/24 05:00,31/7/24 06:00,118.48
Portugal,PRT,31/7/24 06:00,31/7/24 07:00,115.34
Portugal,PRT,31/7/24 07:00,31/7/24 08:00,111.14
Portugal,PRT,31/7/24 08:00,31/7/24 09:00,110.33
Portugal,PRT,31/7/24 09:00,31/7/24 10:00,86.1
Portugal,PRT,31/7/24 10:00,31/7/24 11:00,82.1
Portugal,PRT,31/7/24 11:00,31/7/24 12:00,81.97
Portugal,PRT,31/7/24 12:00,31/7/24 13:00,81.71
Portugal,PRT,31/7/24 13:00,31/7/24 14:00,80.01
Portugal,PRT,31/7/24 14:00,31/7/24 15:00,79.59
Portugal,PRT,31/7/24 15:00,31/7/24 16:00,79.8
Portugal,PRT,31/7/24 16:00,31/7/24 17:00,94.37
Portugal,PRT,31/7/24 17:00,31/7/24 18:00,111.14
Portugal,PRT,31/7/24 18:00,31/7/24 19:00,117.53
Portugal,PRT,31/7/24 19:00,31/7/24 20:00,142.48
Portugal,PRT,31/7/24 20:00,31/7/24 21:00,132.4
Portugal,PRT,31/7/24 21:00,31/7/24 22:00,116.98
Portugal,PRT,31/7/24 22:00,31/7/24 23:00,117.02
Portugal,PRT,31/7/24 23:00,1/8/24 00:00,113.14
Portugal,PRT,1/8/24 00:00,1/8/24 01:00,112.38
Portugal,PRT,1/8/24 01:00,1/8/24 02:00,112.64
Portugal,PRT,1/8/24 02:00,1/8/24 03:00,112.58
Portugal,PRT,1/8/24 03:00,1/8/24 04:00,112.88
Portugal,PRT,1/8/24 04:00,1/8/24 05:00,116.84
Portugal,PRT,1/8/24 05:00,1/8/24 06:00,120.72
Portugal,PRT,1/8/24 06:00,1/8/24 07:00,116.84
Portugal,PRT,1/8/24 07:00,1/8/24 08:00,112.82
Portugal,PRT,1/8/24 08:00,1/8/24 09:00,111.92
Portugal,PRT,1/8/24 09:00,1/8/24 10:00,98
Portugal,PRT,1/8/24 10:00,1/8/24 11:00,92.98
Portugal,PRT,1/8/24 11:00,1/8/24 12:00,92.79
Portugal,PRT,1/8/24 12:00,1/8/24 13:00,88.99
Portugal,PRT,1/8/24 13:00,1/8/24 14:00,83
Portugal,PRT,1/8/24 14:00,1/8/24 15:00,81.8
Portugal,PRT,1/8/24 15:00,1/8/24 16:00,81.8
Portugal,PRT,1/8/24 16:00,1/8/24 17:00,94.37
Portugal,PRT,1/8/24 17:00,1/8/24 18:00,109.2
Portugal,PRT,1/8/24 18:00,1/8/24 19:00,117.6
Portugal,PRT,1/8/24 19:00,1/8/24 20:00,132.66
Portugal,PRT,1/8/24 20:00,1/8/24 21:00,125.5
Portugal,PRT,1/8/24 21:00,1/8/24 22:00,117.14
Portugal,PRT,1/8/24 22:00,1/8/24 23:00,113.84
Portugal,PRT,1/8/24 23:00,2/8/24 00:00,114.24
Portugal,PRT,2/8/24 00:00,2/8/24 01:00,111.64
Portugal,PRT,2/8/24 01:00,2/8/24 02:00,112.64
Portugal,PRT,2/8/24 02:00,2/8/24 03:00,111.64
Portugal,PRT,2/8/24 03:00,2/8/24 04:00,111.64
Portugal,PRT,2/8/24 04:00,2/8/24 05:00,112.64
Portugal,PRT,2/8/24 05:00,2/8/24 06:00,114
Portugal,PRT,2/8/24 06:00,2/8/24 07:00,109.92
Portugal,PRT,2/8/24 07:00,2/8/24 08:00,104.42
Portugal,PRT,2/8/24 08:00,2/8/24 09:00,75.59
Portugal,PRT,2/8/24 09:00,2/8/24 10:00,65.16
Portugal,PRT,2/8/24 10:00,2/8/24 11:00,69.83
Portugal,PRT,2/8/24 11:00,2/8/24 12:00,60
Portugal,PRT,2/8/24 12:00,2/8/24 13:00,58.1
Portugal,PRT,2/8/24 13:00,2/8/24 14:00,52.43
Portugal,PRT,2/8/24 14:00,2/8/24 15:00,49.95
Portugal,PRT,2/8/24 15:00,2/8/24 16:00,58.77
Portugal,PRT,2/8/24 16:00,2/8/24 17:00,65
Portugal,PRT,2/8/24 17:00,2/8/24 18:00,88
Portugal,PRT,2/8/24 18:00,2/8/24 19:00,114
Portugal,PRT,2/8/24 19:00,2/8/24 20:00,128.53
Portugal,PRT,2/8/24 20:00,2/8/24 21:00,126.63
Portugal,PRT,2/8/24 21:00,2/8/24 22:00,115.36
Portugal,PRT,2/8/24 22:00,2/8/24 23:00,119.34
Portugal,PRT,2/8/24 23:00,3/8/24 00:00,116.1
Portugal,PRT,3/8/24 00:00,3/8/24 01:00,113.85
Portugal,PRT,3/8/24 01:00,3/8/24 02:00,113.85
Portugal,PRT,3/8/24 02:00,3/8/24 03:00,112.37
Portugal,PRT,3/8/24 03:00,3/8/24 04:00,112.67
Portugal,PRT,3/8/24 04:00,3/8/24 05:00,114.3
Portugal,PRT,3/8/24 05:00,3/8/24 06:00,115.65
Portugal,PRT,3/8/24 06:00,3/8/24 07:00,103.02
Portugal,PRT,3/8/24 07:00,3/8/24 08:00,68.3
Portugal,PRT,3/8/24 08:00,3/8/24 09:00,32.44
Portugal,PRT,3/8/24 09:00,3/8/24 10:00,20.36
Portugal,PRT,3/8/24 10:00,3/8/24 11:00,14.66
Portugal,PRT,3/8/24 11:00,3/8/24 12:00,6.41
Portugal,PRT,3/8/24 12:00,3/8/24 13:00,5
Portugal,PRT,3/8/24 13:00,3/8/24 14:00,10.07
Portugal,PRT,3/8/24 14:00,3/8/24 15:00,10.2
Portugal,PRT,3/8/24 15:00,3/8/24 16:00,20
